,Commit,Complexity,Time,ClientName,nClients
0,7ce282bda2252a9ada2ef283d0bf4f3ca0116b7c,372.0,0,Client_82906,5
1,f95bc75df34b34d0348ef40bac49a714c8b6cd39,359.0,0,Client_82906,5
2,f07ec1abcb302184cb72db16e8363eaa13e87011,372.0,0,Client_841092,5
3,86433af96f8f745a312684650d5935a5077999d7,372.0,0,Client_82906,5
4,9a9d5042d33f891c6e403c65fd579966fbf6f42f,372.0,0,Client_841092,5
5,0144b5d8228c0418a1773757e2a13452b985f4f0,372.0,0,Client_702120,5
6,879962068a53f2891af069d72d75ff30f386a13e,359.0,0,Client_82906,5
7,1eb6d50139b2aba63cd39494cf49540c8315ba78,359.0,0,Client_841092,5
8,0ba1f19879c5c14dbe5c24f590b0c39b5f5ce204,359.0,0,Client_702120,5
9,4d70310cebd8e6d8874283562ac78a5df67be998,359.0,0,Client_869044,5
10,c809699575ab32def8ed4e278a544a01a2f88dc6,359.0,0,Client_82906,5
11,e9951a06e885be92a3c739d3c307581c484e4b95,359.0,0,Client_841092,5
12,d8aeee9dd83e6f257dec2f1ef449f2bebfb5d316,359.0,0,Client_349147,5
13,64e225cdc88fa7781ac8837f8a5ccd1d54d79e06,359.0,0,Client_702120,5
14,8dc373070910bb3cf09b830e35dec30556275923,359.0,0,Client_869044,5
15,27de3ffd225223213cd1a6bd2cae245ce02e52ee,359.0,0,Client_82906,5
16,b4fa1a5856c7eb2f84f9d406d4523d8f456d2395,359.0,0,Client_841092,5
17,c8410bfece80602df74eb89f217c8c414dc5292d,359.0,0,Client_349147,5
18,c7bbd107a529b914716551652d1ed7df7d11bff2,359.0,0,Client_869044,5
19,a2b4006abd3cbc9d7b000700fb1c2cc6af94e26d,359.0,0,Client_702120,5
20,9f5a1dd9e2ddf612ec4e8feca88b062986fec898,359.0,0,Client_82906,5
21,f40f8690f9a56ddaa7a2e510a4caa9d8a59d5fd9,359.0,0,Client_841092,5
22,cebb9974ebdfa238c70e8acb401324aad78e11c0,359.0,0,Client_349147,5
23,93aee2629a4bdf141f05cb96b52d1b7454f47597,359.0,0,Client_702120,5
24,169e33646e1523f37cc9877820d946d0bd3c274f,359.0,0,Client_869044,5
25,4d46f4ba2eda0ff5289ed6642c13fe25e6a48bdf,359.0,0,Client_82906,5
26,6b7080d9508f8332268e2a2eb36f839973e25a02,360.0,0,Client_841092,5
27,b76749162eda3e4674129796a00c8c7b26c724f1,359.0,0,Client_349147,5
28,931af5e0a69499693cf15a71b96df51b8b106c92,359.0,0,Client_702120,5
29,3b7f77ffec1ef255acf0eb94c6b4a0468bc3cae8,352.0,0,Client_869044,5
30,04ab93d2742ff6a48d47b91166f9bc4f01ff6bf9,352.0,0,Client_82906,5
31,9c247101dbc57304315f64f64232d194486cf956,360.0,0,Client_841092,5
32,67dbf7880d4064f48a0cbbca1809ee05c5761ee5,360.0,0,Client_349147,5
33,e429c4108122309d412bc7082311819b0faa93e2,360.0,0,Client_702120,5
34,f1c5948cf8381c368fb9bd9e192844028017ed37,360.0,0,Client_869044,5
35,1faf5f3bb0b81625e6e0a5042b79230469b96231,360.0,0,Client_82906,5
36,8b7613080f21744a8980bb2b070524a1d8f19a51,360.0,0,Client_841092,5
37,d71d93ae252da5f32c24555ee35a5609570a57be,360.0,0,Client_349147,5
38,78811ff32122a7f3fd82c13fecabd2cfc85bbc45,360.0,0,Client_702120,5
39,a76665a6828e04c9d430ca2ab0ffccdc4fae56d3,360.0,0,Client_869044,5
40,dfce4b46159d3144fc7991976a4ae10498fd31ba,360.0,0,Client_82906,5
41,d293817cea2a925dcd23457590fd4a488cfdb39e,360.0,0,Client_349147,5
42,49f04200df7b1b8fc3ab2e22896a85d182093914,360.0,0,Client_841092,5
43,a616385fc253e550bece430a1e61c84abf274476,360.0,0,Client_702120,5
44,e4e30dd7aa7a605b55aafd73f5f7e07170d31c14,360.0,0,Client_82906,5
45,e545f715103abe24c71159c7147d015744bc1d07,360.0,0,Client_841092,5
46,79ff32edb103d454787482ab31628ee6b5ff9cfc,355.0,0,Client_869044,5
47,f73c208d12f28246abf25df6aaf130e1a5f1c6cb,360.0,0,Client_702120,5
48,0ea9056dcc23c9315f8b12edf45affe40564c3f0,360.0,0,Client_82906,5
49,129cb8eda2ced9245c1b4ab47afc60d250eaf8cf,665.0,0,Client_349147,5
50,705be8f2c6f630f9213b16ecbb3f0009a1a6cdce,360.0,0,Client_841092,5
51,9f203c9129213e054a0fee99ee812ca869936321,360.0,0,Client_702120,5
52,9757824c9c2b116313d91089da5c9a7857d76091,360.0,0,Client_82906,5
53,396a5fc7d22e7213287bea646175f5994fc8f0f4,360.0,0,Client_841092,5
54,93d1abafebe7877e748f72a268add751fc46e319,360.0,0,Client_869044,5
55,4e20b544e42beddd5cdd14c725f899511b050c31,360.0,0,Client_702120,5
56,8775c694db0d3de38cbfd9c13e2e42ef4052ce9c,360.0,0,Client_82906,5
57,f1d6e689ec06d9bc6fb49f4b8d00a83efe554a5e,360.0,0,Client_841092,5
58,619c91735adf83f2140be72dd7ad43a701595af4,360.0,0,Client_869044,5
59,181ec11a736200cde47753ac67ab4c93c540e360,360.0,0,Client_349147,5
60,14b53cd1a88d27096619e4c1a9794ed3388b093d,360.0,0,Client_702120,5
61,314c2c4e194adfd131062ec4236b743b464e2ee1,355.0,0,Client_82906,5
62,8b09d59cd9d287359386e4bb409262e1abc0cc39,355.0,0,Client_869044,5
63,60dc1d4e96dd1efdfd71355bd8a2ffa2ff29914b,355.0,0,Client_841092,5
64,e6b10e4f2370d65e1f26dc8255385735a68844bd,355.0,0,Client_349147,5
65,4aa2f4b37bee7c3743a582793d8fe5c36c3a056e,355.0,0,Client_702120,5
66,304d6cad2d359333120558836a5bd199cd6c94cc,355.0,0,Client_869044,5
67,30768489ebb9d6570522ed995ed943e3b11db4dd,355.0,0,Client_82906,5
68,bd892ab2efe52862e717dca9562ae2c92fccc543,355.0,0,Client_841092,5
69,256580620a4055eafabc197ea39ee06050066961,355.0,0,Client_349147,5
70,ce2b6da9fb1e2cb3518f0551246e31f448a4e1d9,355.0,0,Client_702120,5
71,5a960fcf8029dd93927239976fcc4fed120bbf28,355.0,0,Client_869044,5
72,e8f4707259d194ef81fdc3009c27aeea98a4beec,355.0,0,Client_82906,5
73,a859ececb7d9909651f69ad663f323d1f80167a4,355.0,0,Client_841092,5
74,0004360efc4d1254a6a228e66bb138d57de17bf3,355.0,0,Client_349147,5
75,16ad2ff01fc0589bc66eccbd18ac632b10e87b37,355.0,0,Client_702120,5
76,1f360bb2ff20d5b3a4c0cf404d24e62ea891476f,355.0,0,Client_869044,5
77,217b22a86af8dac63b9c7b7c6f14f9d95d37cb7b,355.0,0,Client_82906,5
78,4810fc033b3518fa5dfe8ec57f1c9cbc6c82e23f,355.0,0,Client_841092,5
79,106f8d8ed3220573ace431faa1cb71ef8b2b4bf8,355.0,0,Client_349147,5
80,bb5ae4a4d49e6aafd05c3817273e3d575c5024c6,355.0,0,Client_702120,5
81,2ecb64d431b01578e30f931acfb77f5225bbf2e0,355.0,0,Client_869044,5
82,e15b1a19cc1e017935a6a8a3c46ff4fd4fecd3bf,355.0,0,Client_82906,5
83,168d1e77ac8f282953f977024040daf769a46797,350.0,0,Client_841092,5
84,526e027f0fbbbfcdb69137a329963ad0d030e8f3,350.0,0,Client_349147,5
85,6c8b080f04598a1730b28666db058e7157497985,350.0,0,Client_702120,5
86,96021ce5b8e72890ac3c94fd7c8e776401c6bfca,350.0,0,Client_869044,5
87,279c3c8b2e67631ca098e945401c20e9ded5e812,345.0,0,Client_82906,5
88,015747196636669cf022ad0c5cba4aeba675239f,345.0,0,Client_841092,5
89,a767332c3cc57ad30d082bdaa2cef5dc4276b575,345.0,0,Client_349147,5
90,394e9dd394cb8ac8d7e5e59f27f7f6dc35697b9b,345.0,0,Client_702120,5
91,d8e400023b6434aa721b1ed89a0d5d09b408ee82,345.0,0,Client_869044,5
92,52a70523f7ced72faa292194eaac75b7a1b04880,345.0,0,Client_82906,5
93,22082d26611b966ec63ca295e8e68a93f017c99c,345.0,0,Client_841092,5
94,87198d8e4d8402153c13883ae4129f2acba2e29e,345.0,0,Client_349147,5
95,4c922f4270a903346d200a9c1156aff0c1d3da58,307.0,0,Client_702120,5
96,fc969baeeab385bba9f4fb60d13b9f60cd2277f1,307.0,0,Client_869044,5
97,1670c870e07fe64b120e157b470aed75b5f90833,307.0,0,Client_82906,5
98,26c248157fc641b4f44f45f62713b7cc1af92f8b,286.0,0,Client_841092,5
99,4dd200a505debab4af8f1754729a8c0db742eaa5,307.0,0,Client_349147,5
100,3da890c9fbd0ea9663cede46acd51c962550de79,307.0,0,Client_702120,5
101,b8f2e1cfeaed186304c296d6974000804824ed83,307.0,0,Client_841092,5
102,a830515e7abcafb2bcb49da21623debd4a3b955e,307.0,0,Client_869044,5
103,df477758422abfed86151016f654bdecab6acdb1,307.0,0,Client_82906,5
104,867a68551de0294c6416460ed5d8abc395d2c745,307.0,0,Client_349147,5
105,e1b345dd5a7871895c405bfbd6a79af1659dde12,307.0,0,Client_702120,5
106,26157c6abd66b0a7f3abfb288a1147fdd600c923,307.0,0,Client_841092,5
107,ce938908d35443b2dc32dc3b41c158da95b40a57,307.0,0,Client_82906,5
108,841df6248b06cb7b787959097cff4080a333896e,307.0,0,Client_869044,5
109,cb0de3a468083286667c1cc4976569ca4db637e6,284.0,0,Client_349147,5
110,f1ea5e5ef7f89cce70882db4993f1a728e192e45,284.0,0,Client_702120,5
111,85001747cdc459976979e042b2a495462e3ef628,284.0,0,Client_841092,5
112,f610c27363362b3e676b888015a47c83bc70fc7a,307.0,0,Client_82906,5
113,3d2f87297c947d240c0daffbdee2422215108b49,307.0,0,Client_869044,5
114,5d7ad8a3005858d7259f53dc0ca8792a7c48ca51,307.0,0,Client_349147,5
115,ebae31565e063392ca21126fe4b5676b0c46c77f,305.0,0,Client_702120,5
116,002ec8ddb46913a900f783bdfdc33b5b0367b12b,284.0,0,Client_841092,5
117,fe16dc0aaffc0e83e583a37d85b2dd0b853a51f7,284.0,0,Client_869044,5
118,eac599d2dd6b6e1f8abb8ce5af2ab16228f84875,284.0,0,Client_82906,5
119,c65aa6d4527872881590c862108571a293c98295,284.0,0,Client_349147,5
120,33223d0f50c529123d8ceff807dbde34c23bbe18,284.0,0,Client_702120,5
121,8ea28083aed5adae0fc8c1af80e4978f534d5dff,284.0,0,Client_841092,5
122,f051f9f56d1d80d8de316a38cf452307a48444e0,284.0,0,Client_82906,5
123,700c6e974b76f406a72c70c65f663bc81e76da27,286.0,0,Client_869044,5
124,dae7117f090c7050378f543cb491bfa398b47342,284.0,0,Client_349147,5
125,f42a83ae381403511bbb82057b3d6de13848a347,286.0,0,Client_702120,5
126,f43912d86c585f120ae97e2e66d7e35f5e9ce2b4,289.0,0,Client_841092,5
127,dd9366275b6b25d98ddc4e4e6375a43e2dd077cf,289.0,0,Client_82906,5
128,14567f2095b66cd999c3afc2e203a9ec7f66b472,289.0,0,Client_869044,5
129,1c3586a8180949e11e63059637a5652789389d2d,289.0,0,Client_349147,5
130,abacd33cd522011d67f5100ebcf6075f4ab0c24a,289.0,0,Client_702120,5
131,92aebc955a9ac0a8fe70d20f07b755598519b3ae,289.0,0,Client_841092,5
132,8b8de154a14b3f49780316796e2c4da0e0c510bc,289.0,0,Client_82906,5
133,e2000b736cc733a950cd058917abdc47d1fa0b29,289.0,0,Client_869044,5
134,b589d03966e191c579856001626a1b5bc12a6a24,289.0,0,Client_349147,5
135,56869d480731a51c872045474d75d1fa115ba343,289.0,0,Client_702120,5
136,c098549ea40ffe504b4f1f5e386f87795978e1dc,289.0,0,Client_841092,5
137,dae8752f90f9f9dd56905dc6d6d7b785b1e20b1a,289.0,0,Client_82906,5
138,fa71f5cd79e31a20a7c1b43f68a1785c94551f30,289.0,0,Client_869044,5
139,fbd8c2674861590506a19d2320bbdfb8bc380c60,289.0,0,Client_349147,5
140,f8c14f4ae779a7572d67200111faff196f28fc34,289.0,0,Client_841092,5
141,97fc88df6356ecedefc20f482c178779a7de6697,291.0,0,Client_702120,5
142,d7bba8274274b7142858be6d4709553e96968591,292.0,0,Client_82906,5
143,74c5ad081323078ae82fd87c848ffec85f6b0091,294.0,0,Client_869044,5
144,ee459c34de3d1d5e87e7e72d1e9399f4a8b6a3b1,294.0,0,Client_349147,5
145,09bde0b3f2f4e1b02c4f9672737e9289423cfdc2,299.0,0,Client_702120,5
146,cae416696a9df8b14005ba6eeb5562cb31153315,299.0,0,Client_841092,5
147,15b106c5db3208fabd43c30c93c704fb6924c7f5,291.0,0,Client_82906,5
148,107844f9504f5c4eec302b9aa1b57540148aee8d,291.0,0,Client_869044,5
149,77c5122c7f5821238ea9973f4d3452f8059f6969,292.0,0,Client_349147,5
150,8d35f45d04276e064b08aaa2670c777a41898557,267.0,0,Client_841092,5
151,5f931ab251ce3937ddafd65ead97bae15c5e0454,294.0,0,Client_702120,5
152,a0ec1caa03cbe45c32ce514e8bafaf2987caac6c,265.0,0,Client_82906,5
153,ef356613b024873f1a9c11d7a52c6d8e4ba625d2,265.0,0,Client_349147,5
154,f97b1661e9572bdf75ff10b0006f4b4cee9fe16f,265.0,0,Client_869044,5
155,f46f99ffecd0ae313b38cf07177b030d9a7067d9,267.0,0,Client_841092,5
156,a7ddbc5368accf7ba458a221f6fb27265a23b2e8,267.0,0,Client_702120,5
157,7779d6c461be53420573b2a835a5d03619e4117c,267.0,0,Client_82906,5
158,ab09159506ff4baf8dc4bc5bd7844c2b717ad7bc,267.0,0,Client_349147,5
159,6ac568bbedb54aefffb099da22353fa7df601b36,267.0,0,Client_702120,5
160,1f0cc8c74088cb13c03bba664b5fabd6cb861af8,267.0,0,Client_841092,5
161,c65d4246787102d13bf328358e1abb28b0c9de09,267.0,0,Client_869044,5
162,1acc28d9ea2f992b284c9ea9e5c4c29b8bdb227f,267.0,0,Client_82906,5
163,7d495d7ade454df6f02593a236d1d0e51b3f9451,267.0,0,Client_702120,5
164,8900aff75974e3e392ed192b6f783455ccc68051,267.0,0,Client_349147,5
165,58a66bf012a3678dbeae63c90b480ab72b9bfbb9,267.0,0,Client_841092,5
166,1c014dba369128f575077ff8e74e057e76f9b15e,245.0,0,Client_869044,5
167,f20be2f4c350bde71d2b0b66aa73c8aedd4ea730,267.0,0,Client_702120,5
168,a8a644f75e34dc7153b3f4c21ce2374d3b754dff,267.0,0,Client_82906,5
